LSOA code,LSOA_name,longitude,latitude,predicted_demand_points,rolling_3_predicted_demand_points,ridge_predicted_demand_points,recent_12m_mean,uplift_vs_recent_mean,spike_z,allocation_tier,capacity_units_per_100
E01009007,Birmingham 023D,-1.8397476671782629,52.525064124884295,221.42491320497146,204.53333333333333,221.42491320497146,192.04999999999998,0.15295450770617802,0.6849529139525521,Priority patrol and problem-solving,0.2473007112790655
E01033896,Walsall 030F,-1.982962462518294,52.5809130544821,213.51960634273576,197.06666666666663,213.51960634273576,191.65,0.11411221676355732,0.5981575295760676,Priority patrol and problem-solving,0.23847158730374998
E01010414,Wolverhampton 027A,-2.0733837141419635,52.565415430388505,213.0245754862624,187.83333333333334,213.0245754862624,199.6833333333333,0.06681199642565261,0.39515024466120613,Priority patrol and problem-solving,0.23791870695646214
E01010017,Sandwell 024A,-2.0145309731211025,52.50382471483746,199.16453923786517,187.66666666666666,199.16453923786517,162.92499999999998,0.22243080704535956,1.2563180277033368,Priority patrol and problem-solving,0.22243898169443002
E01010107,Sandwell 020D,-1.9894541630492348,52.517100099819764,199.01324839007918,188.63333333333333,199.01324839007918,170.76666666666665,0.1654103946325154,0.8847278987243713,Priority patrol and problem-solving,0.22227001094165455
E01009284,Birmingham 096A,-1.9388250987834006,52.44177047829505,198.23901693189055,177.56666666666663,198.23901693189055,200.275,-0.01016593717692904,-0.029232409823973723,Priority patrol and problem-solving,0.22140530250603496
E01009889,Dudley 015C,-2.081881603063726,52.50748616014775,194.2327004694755,179.83333333333334,194.2327004694755,160.88333333333333,0.20728913583015962,0.8506782874809176,Priority patrol and problem-solving,0.2169308064051959
E01010292,Walsall 008A,-2.0062758955603517,52.61648250315487,190.12744075954905,172.0,190.12744075954905,168.69166666666666,0.12707073512551914,1.0474277857035779,Priority patrol and problem-solving,0.21234580451197937
E01009449,Birmingham 009A,-1.8250057938805213,52.561745703008555,187.58335754193763,162.06666666666666,187.58335754193763,174.5,0.07497626098531596,0.29604585950545187,Priority patrol and problem-solving,0.20950441877917325
E01009412,Birmingham 030C,-1.8584970694674934,52.51921370014265,184.3425087185693,175.16666666666666,184.3425087185693,156.13333333333333,0.18067362543917143,0.8257979427655562,Priority patrol and problem-solving,0.20588484315163308
E01010125,Solihull 006A,-1.7371019669105932,52.47969598531488,180.53028935359328,151.9,180.53028935359328,173.07500000000002,0.04307548377058068,0.2036805176000954,Priority patrol and problem-solving,0.20162712640754799
E01009884,Dudley 013D,-2.1174143427691923,52.50351437600242,172.30713894725494,154.66666666666666,172.30713894725494,164.80833333333334,0.045500160472801365,0.2148042618938653,Priority patrol and problem-solving,0.19244301557283028
E01009989,Sandwell 019C,-2.007313327624977,52.51103221845283,170.60829299989712,152.9,170.60829299989712,142.35833333333332,0.19844261312343603,0.9658741343171556,Priority patrol and problem-solving,0.19054564185343206
E01009320,Birmingham 081F,-1.7789436417111308,52.45147149771435,168.5931749562503,151.39999999999998,168.5931749562503,148.93333333333334,0.13200430812164465,1.1735699501031078,Priority patrol and problem-solving,0.18829503636242376
E01034930,Birmingham 050H,-1.8993676264747579,52.488770578984735,167.37810350766486,156.5,167.37810350766486,150.09166666666667,0.11517252906111719,0.42832859384674216,Priority patrol and problem-solving,0.1869379712104465
